AadhaarID,Name,Sex,Address,DOB,TotalTransactionAmount,AverageTransaction,MaxTransaction,MinTransaction,TransactionCount,Fraudulent
2.91137E+11,Krish Doshi,Male,"H.No. 33, Arya Path, Gandhidham-607360",04-11-1974,193021.32,27574.47,49421.3,14564.1,7,No
2.183E+11,Yakshit Chaudhary,Male,"11/28, Sengupta, Ujjain-179556",07-06-1957,132035.18,18862.17,41235.42,2115.12,7,No
9004365515,Divij Sura,Other,"H.No. 81, Anand Chowk, Nadiad 615541",24-12-1973,256512.34,19731.72,49534.31,2545,13,No
80706336998,Manikya Sarna,Female,"04, Bajaj Path, Kulti 902822",27-09-1991,440676.45,31476.89,49937.18,3129.52,14,Yes
8.80443E+11,Tarini Bahl,Female,"45/962, Chadha Marg, Kadapa 251207",29-04-1958,135108.26,16888.53,34862.56,3301.88,8,No
2.89464E+11,Yuvaan Rattan,Other,"50/05, Walia Nagar, Visakhapatnam 608698",27-12-1955,299937.01,23072.08,48042.61,2134.87,13,No
26355824301,Divyansh Amble,Female,"H.No. 611, Kata Chowk, Jorhat 290477",26-08-2005,274614.66,24964.97,48002.59,1222.35,11,No
8.82453E+11,Gokul Edwin,Other,"79, Bhatnagar Ganj, Kottayam 231164",16-10-2004,319124.69,21274.98,45832.65,2970.42,15,No
1.97872E+11,Nishith Chowdhury,Male,"45/798, Mani Circle, Mira-Bhayandar 652906",09-06-1987,378347.28,25223.15,49972.23,1834.4,15,No
1.78688E+11,Yashvi Chaudhary,Other,"032, Edwin Marg, Aurangabad-753967",21-01-1959,134029.53,22338.26,41896.08,754.7,6,No
6.57745E+11,Misha Deep,Female,"48/552, Garde Road, Jamalpur-158415",18-06-1973,276642.14,27664.21,44305.61,3904.97,10,No
4.33688E+11,Inaaya  Bhatnagar,Male,"11, Sawhney Circle, Cuttack 476818",11-11-1956,166980.51,23854.36,47085.85,3767.73,7,No
1.40429E+11,Diya Chatterjee,Male,"H.No. 358, Sridhar, Phusro-858382",02-12-1969,423680.83,35306.74,48317.77,4889.67,12,No
83566910627,Divyansh Sangha,Male,"28/963, Bakshi Road, Sagar-867752",16-07-1993,247330.44,24733.04,47644.06,2697.4,10,No
1.77683E+11,Aarav Barad,Male,"991, Shroff Nagar, Kolhapur 723626",17-01-1971,243344.29,30418.04,49258.83,11947.54,8,No
8.82603E+11,Nishith Tiwari,Other,"426, Seshadri Zila, Tiruppur 245018",11-08-1965,236016.77,23601.68,40184,2469.81,10,No
74926999699,Trisha Ratti,Female,"74/189, Bose Chowk, Mau-064176",30-03-1984,429139.75,28609.32,49063.66,12485.22,15,Yes
5.91408E+11,Rhea Saraf,Male,"811, Ram, New Delhi-660144",02-01-2006,221251.92,31607.42,41975.4,11229.09,7,No
69087261760,Navya Kumar,Other,"45/101, Dara Chowk, Korba 417899",05-01-1970,337831.18,28152.6,49735.12,8778.34,12,No
8.04056E+11,Arnav Ramachandran,Male,"11/35, Samra, Singrauli 577980",27-07-1971,361856.68,27835.13,46180.72,4765.52,13,No
3.08761E+11,Oorja Arya,Male,"H.No. 514, Suresh Marg, Sirsa-555347",08-10-1997,277823.25,30869.25,44959.8,7532.71,9,No
27300869661,Shaan Karnik,Male,"885, Shetty Marg, Malegaon 155983",23-12-1965,183161.6,30526.93,41702.14,3845.33,6,No
5.00168E+11,Divyansh Sen,Male,"H.No. 97, Shukla Street, Panihati 755752",28-11-1955,189386.27,18938.63,36525.82,2810.74,10,No
3.44078E+11,Advik Bhalla,Other,"84/88, Issac Street, Davanagere-196425",11-09-1980,311024.45,25918.7,44283.23,1071.18,12,No
6.02991E+11,Vivaan Bhavsar,Male,"49/915, Kant Ganj, Sambalpur-407333",28-12-2003,165303.01,20662.88,46576.19,4550.42,8,No
6.17817E+11,Advika Sabharwal,Male,"H.No. 430, Khurana, Vijayanagaram-628969",27-11-2004,141483.06,28296.61,48979.26,11021.67,5,No
5.2779E+11,Siya De,Male,"55, Dutta Ganj, Solapur 538921",15-11-2006,311143.25,20742.88,43219.73,2245.76,15,No
4.16781E+11,Heer Dugar,Male,"58/374, Toor, Jaunpur 796120",17-07-1982,191839.61,38367.92,44723.88,29490.75,5,No
2.13486E+11,Jhanvi Sachar,Female,"21, Bali Path, Jehanabad 097626",30-01-1959,205163.55,25645.44,43342.52,5837.77,8,No
5.6054E+11,Sahil Luthra,Female,"986, Sinha Street, Chennai 591191",27-06-1980,400092.73,26672.85,46362.56,871.55,15,Yes
2.23552E+11,Samiha Buch,Female,"22/07, Gandhi Zila, Bareilly-966672",03-02-2002,145472.35,24245.39,46859.65,3735.82,6,No
1.92597E+11,Jivin Bava,Other,"647, Chanda Zila, Rewa 351571",01-02-1980,295377.89,32819.77,47659.04,6431.02,9,No
93869484249,Akarsh Wable,Female,"51/208, Agate Nagar, Yamunanagar 099512",06-04-1957,391570.09,27969.29,45654.64,9034.21,14,No
6.76738E+11,Jivin Loyal,Male,"H.No. 295, Chakrabarti, Belgaum-709081",15-05-1999,365548.68,26110.62,48670.53,3267.71,14,No
9.37086E+11,Riaan Bhagat,Male,"82/17, Ramachandran Ganj, Pudukkottai 786718",22-11-1948,256119.37,28457.71,44162.72,2011.96,9,No
1.24826E+11,Nishith Goswami,Female,"36, Gola Nagar, Nangloi Jat-815899",22-03-1992,420984.43,30070.32,47586.83,7103.67,14,Yes
8.91562E+11,Tanya Mahajan,Other,"H.No. 27, Dhingra Ganj, Sambhal-617071",26-04-1966,313310.52,26109.21,48434.54,5200.81,12,No
8.18655E+11,Manjari Hayer,Female,"H.No. 08, Chandra Nagar, Aizawl 508004",18-08-1970,134625.55,26925.11,38672.86,13159.18,5,No
497859262384,Sumer Luthra,Male,"88/285, Chhabra Nagar, Berhampore 351373",21-04-1983,120023.33,24004.67,41667.92,10037.48,5,No
1.53642E+11,Azad Halder,Male,"H.No. 03, Chakrabarti Path, Ambattur-602293",01-10-1986,118926.77,19821.13,36419.3,8758.13,6,No
8.13675E+11,Aarna Sangha,Female,"46/066, Dewan Marg, Morbi 906072",21-07-1989,126916.48,21152.75,47403.96,1856.09,6,No
9.87809E+11,Devansh Ray,Male,"712, Gade Circle, Bardhaman 484494",27-10-1951,304238.7,23402.98,42837.02,3012.62,13,No
7.87442E+11,Vivaan Tata,Other,"73/28, Keer Nagar, Moradabad-306211",20-11-1960,453008.42,30200.56,48384.96,6531.95,15,Yes
2.00025E+11,Mannat Goyal,Male,"90, Sinha Circle, Bhagalpur-090254",03-03-2007,334945.97,22329.73,44165.89,377.93,15,No
8.8967E+11,Stuvan Kashyap,Female,"62, Krishnan Road, Kamarhati-357071",31-10-2001,444794.98,29653,49241.02,3572.7,15,Yes
8.12312E+11,Lavanya Lalla,Male,"850, Sani Zila, Alappuzha 925502",14-10-2005,49514.82,9902.96,18920.1,504.93,5,No
2.38751E+11,Piya Dada,Other,"H.No. 906, Bhasin, Vadodara 079649",04-10-1970,207167.14,17263.93,48667.47,1731.42,12,No
2.91877E+11,Siya Dani,Male,"H.No. 77, Karan Street, Rajahmundry-426425",17-10-1994,300698.12,25058.18,48021.49,8859.89,12,No
52229993621,Adah Swaminathan,Other,"H.No. 768, Iyer Ganj, Nagercoil 666777",14-11-1970,274175.01,24925,39990.21,8411.53,11,No
9.83584E+11,Tejas Ganguly,Male,"833, Sawhney Ganj, Jehanabad 957865",05-04-1988,197142.55,28163.22,47100.73,12769.42,7,No
7.9128E+11,Lakshit Hegde,Female,"H.No. 874, Jhaveri, Kollam-582686",15-09-1956,171568.62,28594.77,45542.11,8188.27,6,No
1.3753E+11,Anay Saran,Other,"24/92, Mani Marg, Saharanpur-573275",21-12-1985,110233.63,18372.27,36487.23,2809.1,6,No
4879788897,Parinaaz Bava,Female,"H.No. 005, Dugar Zila, Panihati 341595",21-02-1984,383437.51,25562.5,49877.53,3137.96,15,No
4.362E+11,Anika Gara,Male,"H.No. 18, Yohannan Street, Ujjain-189628",09-01-1982,358332.54,25595.18,44937.13,1239.74,14,No
3.0931E+11,Rati Dey,Male,"27/102, Khalsa Marg, Morena-095799",23-10-1956,271991.13,19427.94,48373.99,2515.98,14,No
1.11661E+11,Akarsh Korpal,Female,"H.No. 512, Ratta Street, Singrauli 135415",16-06-1985,241394.01,34484.86,46626.88,9977.77,7,No
3.04937E+11,Advik Rastogi,Female,"H.No. 43, Dey Circle, Unnao-203447",25-11-1973,363244.26,24216.28,43855.94,536.23,15,No
2.29462E+11,Arnav Deshpande,Male,"H.No. 80, Viswanathan Street, Chapra-463766",20-11-1946,401915.08,26794.34,46764.93,161.68,15,Yes
8.56423E+11,Rasha Guha,Female,"66/52, Sem Path, Suryapet 744171",02-04-1999,83927.82,16785.56,24793.37,8181.5,5,No
29907166906,Diya Wason,Male,"131, Grover Street, Jamnagar 110059",24-03-1949,171687.5,24526.79,45065.89,6411.49,7,No
34030109567,Keya Rattan,Other,"19/102, Sharma Ganj, Gaya-106330",24-03-1993,424949.29,28329.95,47293.93,6929.27,15,Yes
7.60108E+11,Vidur Dyal,Male,"792, Dhawan Chowk, Mango-801234",25-03-1954,256996.83,23363.35,40635.57,4590.04,11,No
7.12902E+11,Rati Bhatia,Male,"532, Ravi Marg, Ghaziabad 843645",26-06-1994,193511.2,17591.93,43524.44,2485.14,11,No
6.21301E+11,Eva Aggarwal,Other,"101, Gera Chowk, Udupi 170159",05-12-1996,296535.83,29653.58,49987.96,10307.64,10,No
9.62747E+11,Rasha Sangha,Male,"57/575, Doctor Chowk, Satara 392056",29-01-1976,195470.86,15036.22,48257.54,1047.13,13,No
7.97714E+11,Shaan Sunder,Other,"72, Shan Street, Gurgaon-256265",21-05-1945,203269.68,33878.28,41045.32,28189.75,6,No
5.3152E+11,Vritika Taneja,Female,"23/10, Keer Marg, Gopalpur-307624",26-11-2000,469462.22,31297.48,49485.92,10013.32,15,Yes
6.61237E+11,Manikya Chandran,Male,"62, Salvi Chowk, Nagercoil-157942",09-06-1960,216632.18,27079.02,41562.73,10625.68,8,No
9.19701E+11,Zaina Chokshi,Female,"H.No. 425, Sani Road, Pudukkottai-928455",13-05-1999,107110.68,21422.14,41008.71,4542.24,5,No
20418135998,Tushar Mandal,Other,"H.No. 756, Cheema Ganj, Muzaffarpur-748595",17-12-1991,430723.73,33132.59,48802.96,5686.64,13,Yes
1.86448E+11,Gokul Dyal,Other,"797, Dugar Nagar, Yamunanagar-951877",11-06-1985,161050.7,20131.34,40612.33,675.55,8,No
67571236914,Darshit Kar,Other,"H.No. 25, Khalsa Nagar, Rajahmundry-559782",07-10-1997,293300.97,26663.72,45200.2,4293.22,11,No
2.7697E+11,Samar Kibe,Female,"39/914, Shah Nagar, Loni 366044",03-05-1958,157993.81,26332.3,44989.39,2296.66,6,No
2.74884E+11,Ritvik Arora,Other,"H.No. 572, Rattan Chowk, Miryalaguda 975147",20-03-1963,359226.45,23948.43,46318.73,1378.49,15,No
1.70285E+11,Renee Raman,Male,"925, Bhatia Nagar, Khammam-525680",27-03-1987,355845.96,23723.06,44028.68,6340.38,15,No
8.79916E+11,Neelofar Edwin,Male,"H.No. 90, Edwin Road, Sasaram-271122",25-05-1951,189266.19,31544.37,37858.76,17951.58,6,No
2.36134E+11,Riya Dalal,Male,"H.No. 51, Garg Marg, Kumbakonam 808662",26-09-1981,284826.55,31647.39,47811.8,16128.76,9,No
7.24192E+11,Lakshay Kapur,Male,"H.No. 33, Roy Nagar, Faridabad-700332",03-09-2003,394533.42,28180.96,46574.76,2187.36,14,No
67821417468,Damini Dutta,Male,"60/847, Sami Nagar, Jamalpur 039033",04-02-1984,283032.45,35379.06,47364.53,26966.35,8,No
3.96987E+11,Aarush Ghosh,Female,"26/32, Aggarwal Circle, Shimoga 862394",14-03-1967,254719.89,25471.99,48946.92,2560.1,10,No
5.36051E+11,Shaan Yadav,Other,"H.No. 470, Ramachandran Chowk, Kurnool 106133",20-02-1996,300161.2,23089.32,48795.63,483.15,13,No
99424894204,Prisha Sandal,Female,"H.No. 70, Mander Ganj, Bellary-403253",08-06-1978,296551.12,26959.19,45161.18,8175.28,11,No
4.56578E+11,Saira Gade,Female,"27/78, Dhar, Solapur-009004",10-06-1944,171445.21,21430.65,39133.3,9695.15,8,No
680612025044,Ahana Halder,Female,"H.No. 533, Shanker Marg, Aurangabad-604014",02-02-1954,180395.54,22549.44,46602.58,556.89,8,No
7.67746E+11,Amani Wali,Male,"07/201, Seshadri Zila, Sirsa-409712",06-02-1959,142027.33,23671.22,48623.37,5085.74,6,No
4.88601E+11,Vivaan Sane,Female,"H.No. 767, Chahal Marg, Gangtok-144734",05-02-1946,345838.76,28819.9,49582.68,779.64,12,No
6.42612E+11,Kanav Dalal,Male,"09/687, Sehgal Ganj, Baranagar-195778",04-08-1955,366847.5,30570.62,49171.71,8523.3,12,No
2.42184E+11,Nirvi Yohannan,Male,"H.No. 56, Mannan Street, Serampore 542786",16-12-1968,411266.19,27417.75,49237.8,3927.52,15,Yes
7.91776E+11,Dhruv Ramachandran,Male,"H.No. 57, Shetty Chowk, Kalyan-Dombivli 829582",10-05-2002,194846.23,24355.78,43393.73,3731.52,8,No
19630453069,Vritika Chauhan,Male,"18, Bail Circle, Ramgarh-482357",24-05-1952,284549.97,28455,44066.72,689.58,10,No
1.81678E+11,Sana Toor,Male,"63/95, Sankaran Marg, Kamarhati 230817",05-04-1954,237844.35,26427.15,47780.02,10592.27,9,No
1.79938E+11,Rania Dua,Male,"H.No. 38, Tandon Zila, Nagpur-041321",30-12-1948,190913.17,27273.31,48021.21,12847.29,7,No
9.69883E+11,Alisha Bhargava,Other,"60/945, Grover Marg, Avadi-997990",26-08-1990,188299.15,26899.88,42003.31,5322.24,7,No
9.86424E+11,Arhaan Krish,Male,"H.No. 476, Solanki Circle, Bhusawal 706071",02-10-1976,412819.15,31755.32,49267.99,5249.85,13,Yes
8.09832E+11,Inaaya  Batra,Male,"17/653, Keer, North Dumdum 873961",19-02-1945,172429.43,24632.78,45511.03,912.24,7,No
8.98761E+11,Kiara Venkataraman,Female,"H.No. 827, Sarin Road, Jorhat 491872",01-11-2005,178879.18,29813.2,46434.95,11838.07,6,No
1.98075E+11,Ritvik Varma,Female,"H.No. 95, Bhakta Marg, Solapur-773062",01-01-1997,356587.51,25470.54,49729.8,275.06,14,No
179074414062,Azad Dora,Male,"H.No. 97, Saxena Ganj, Bhiwandi-222990",01-04-1974,162445.74,32489.15,45258.86,18611.33,5,No
3.40785E+11,Tejas Sundaram,Female,"85/816, Badal Chowk, Junagadh-111457",01-10-1971,125297.32,25059.46,38672.98,850.72,5,No
8.34827E+11,Hiran Bhasin,Female,"H.No. 923, Sahni Chowk, Proddatur 712961",10-07-1982,356866.91,25490.49,49750.82,869.79,14,No
9.62572E+11,Mehul Chaudhuri,Male,"605, Kumer Nagar, Gorakhpur-980425",03-02-2007,154174.82,30834.96,47169.07,6721.78,5,No
8.9826E+11,Anvi Suresh,Male,"77/731, Hari Street, Ulhasnagar-821781",18-12-1982,161857.88,26976.31,48578.62,5977.15,6,No
4.12747E+11,Nishith Rattan,Male,"460, Bail Marg, Tenali-356793",19-05-1995,168921.24,18769.03,35667.23,4685.91,9,No
1.70454E+11,Anvi Rana,Female,"984, Som Chowk, Bhiwani-618120",01-08-1969,110845.84,22169.17,42261.6,6408.31,5,No
5.709E+11,Vihaan Dey,Male,"H.No. 89, Dube Path, Sasaram-698999",11-10-1953,364411.12,30367.59,49594.79,3014.7,12,No
7.88225E+11,Shayak Bath,Female,"89/14, Deshmukh Road, Hindupur-553935",14-04-1965,372767.3,28674.41,48738.76,3039.98,13,No
7.11526E+11,Shamik Lad,Other,"H.No. 96, Sodhi Ganj, Sagar-588537",10-01-1984,101453.23,14493.32,47853.36,833.82,7,No
4.18949E+11,Fateh Sengupta,Female,"952, Grover Chowk, Katni 497852",09-10-1961,333439.34,30312.67,47970.87,6662.1,11,No
8.27348E+11,Ojas Bhatia,Male,"H.No. 134, Karan Chowk, Sasaram-340679",17-10-1951,135132.91,19304.7,30577.62,9240.48,7,No
5.74835E+11,Adira Hari,Other,"215, Bail Nagar, Alwar 884216",19-05-1958,352208.22,32018.93,49823.15,2042,11,No
5.36463E+11,Nitara Mander,Female,"H.No. 594, Kale Road, Ahmednagar 999485",26-08-2001,219307.64,24367.52,48049.95,4095.08,9,No
90855107409,Indrajit Apte,Male,"638, Anand, Mysore 711363",27-11-1960,155670.94,19458.87,49315.38,1052.92,8,No
5.47602E+11,Manjari Butala,Female,"H.No. 10, Sampath Ganj, Raebareli-733116",01-12-1992,136770.91,15196.77,39714.92,132.44,9,No
9.50026E+11,Ahana  Borde,Other,"H.No. 843, Kamdar Chowk, Pondicherry-789679",02-06-1958,233075.07,33296.44,45334.63,17416.52,7,No
5.07407E+11,Hridaan Sarraf,Other,"633, Goda Path, Panipat 436970",25-02-1991,131394.8,26278.96,46544.44,1499.71,5,No
3.10065E+11,Neelofar Sarkar,Male,"06/955, Anne Marg, Junagadh 616453",02-10-1962,35182.67,7036.53,13943.96,1668.49,5,No
9.41185E+11,Pranay Khatri,Male,"989, Tailor Circle, Vadodara-503121",27-04-1986,285549.14,21965.32,48191.33,3060.31,13,No
6.96802E+11,Ojas Baral,Other,"426, Virk Road, Berhampur 428131",10-09-1986,223676.12,27959.51,49806.18,6352.79,8,No
4.95301E+11,Kaira Sagar,Female,"76/23, Swamy Nagar, Madanapalle-114281",14-06-1997,98537.87,19707.57,41439.27,3736.64,5,No
6.54262E+11,Ishita Sidhu,Other,"823, Gaba Nagar, Darbhanga 880622",23-09-1947,143206.18,28641.24,38977.01,11019.87,5,No
3.4511E+11,Indrans Vaidya,Male,"59/47, Karan Ganj, Bhubaneswar-290162",23-06-1944,141185.53,28237.11,47957.85,12738.52,5,No
21166732904,Amira Lalla,Other,"86/87, Goel Circle, Chandrapur-287203",07-06-1949,389999.54,38999.95,49801.52,22612.27,10,No
1.29964E+11,Rohan Bhardwaj,Other,"45, Dugar Nagar, Davanagere-362792",09-08-1988,163071.37,23295.91,44248.74,3979.11,7,No
7.09207E+11,Vivaan Das,Male,"747, Kaul Marg, Serampore-726032",25-06-2005,152422.22,21774.6,35051.16,3469.51,7,No
8.18971E+11,Ritvik Grover,Other,"66, Ram Zila, Raichur 071553",22-07-1965,241850.31,21986.39,37506.27,4169.5,11,No
8.80054E+11,Aayush Bedi,Female,"H.No. 083, Grewal Circle, Sultan Pur Majra-597595",29-10-1963,352317.46,25165.53,48076.1,2765.68,14,No
28394823220,Baiju Suresh,Female,"68, Sama Nagar, Jamnagar 574223",12-10-1950,107179.8,17863.3,37490.37,6670.79,6,No
8.1166E+11,Raghav Hegde,Male,"H.No. 402, Kadakia Ganj, Erode-689430",11-12-1948,355293.43,23686.23,46861.52,2167.3,15,No
2.81651E+11,Armaan Deo,Female,"727, Baral Zila, Tiruvottiyur-749885",31-05-1987,285497.62,20392.69,45164.36,1243.6,14,No
1.7469E+11,Eshani Brahmbhatt,Female,"067, Gala Road, Panchkula 094412",16-03-1982,219877.43,27484.68,42123.13,3437.35,8,No
3.16708E+11,Vardaniya Choudhary,Female,"188, Jhaveri Path, Gurgaon-413297",19-07-1989,291094.11,24257.84,47706.93,2124.91,12,No
4.40766E+11,Urvi Dugar,Female,"62, Khalsa Marg, Thoothukudi 143776",24-06-1984,161401.81,16140.18,44115,525.95,10,No
2.43626E+11,Yuvaan Kale,Other,"925, Ram Street, Guntakal-111102",17-03-1981,462119.25,30807.95,47462.26,2060.61,15,Yes
6.43385E+11,Bhamini Yadav,Other,"H.No. 072, Bhavsar Nagar, Ambarnath 910245",29-03-1951,137457.67,27491.53,47473.26,11868.93,5,No
31158760545,Keya Barman,Female,"267, Deol Zila, Tadepalligudem 942179",11-06-2002,338116.06,30737.82,45815.27,13485.73,11,No
5.35366E+11,Indranil Rout,Other,"34/06, Salvi Path, Bhalswa Jahangir Pur 584466",09-05-1999,263016.91,23910.63,48117.53,3272.75,11,No
9.48153E+11,Yashvi Vaidya,Female,"372, Badami Street, Allahabad 217221",29-08-1963,234022.17,21274.74,46139.63,775.96,11,No
2.61405E+11,Prisha Dutta,Male,"61, Sethi Circle, Bhagalpur-052635",06-12-1948,238990.58,26554.51,44317.93,5302.07,9,No
8178522115,Arhaan Trivedi,Other,"776, Kar Path, Khammam 592024",24-09-1972,348530.47,26810.04,45815.9,8893.29,13,No
7.01732E+11,Aradhya Vora,Female,"H.No. 238, Kota, Panihati 600559",27-10-1969,280097.46,23341.46,45560.23,2427.4,12,No
2.78106E+11,Aarav Ben,Female,"258, Lanka Road, Dehri-607984",06-02-1981,350032.68,23335.51,48386.21,1420.84,15,No
1.72031E+11,Azad Dhar,Other,"91, Thakkar Chowk, Madhyamgram 593744",07-02-2005,322070.95,29279.18,48321.37,8882.91,11,No
3.32227E+11,Manikya Sami,Male,"H.No. 08, Bahri Ganj, Hospet 606014",10-11-1980,172225.93,34445.19,42657.92,14437.74,5,No
3.53237E+11,Advik Krishna,Female,"93, Sahota Circle, Bhiwandi 685283",28-05-1945,166074.12,27679.02,45379.16,19515.59,6,No
705252401449,Dhanush Gala,Male,"H.No. 124, Saha Street, Bardhaman-263251",02-07-1996,310574.32,31057.43,49026.15,4573.06,10,No
6.48467E+11,Sahil Madan,Male,"103, Sood Zila, Mangalore 751887",13-03-1979,185937.05,23242.13,49125.33,942.68,8,No
4.25892E+11,Anya Sami,Male,"H.No. 15, Hari Street, Bongaigaon 091122",19-09-1967,343851.52,24560.82,49645.85,2560.52,14,No
7.41308E+11,Elakshi Tandon,Female,"50/566, Swamy Zila, Rajpur Sonarpur-397913",23-03-2001,126539.38,18077.05,39248.8,776.25,7,No
6.39756E+11,Ivana Solanki,Female,"H.No. 53, Badami Nagar, Maheshtala-950556",16-06-1995,256361.28,28484.59,46845.5,3693.84,9,No
5.56409E+11,Saksham Venkataraman,Female,"198, Sinha Circle, Guntakal-778851",19-12-1986,192851.63,16070.97,32636.25,126.34,12,No
1.21241E+11,Vedika Tiwari,Female,"H.No. 86, Bahl Road, Pimpri-Chinchwad 246245",06-04-2002,326523.53,25117.19,49255.99,1913.15,13,No
6.07599E+11,Dhanuk Lanka,Male,"44, Apte Marg, Anantapuram 212899",21-05-2002,451169.31,30077.95,47695.26,4675.61,15,Yes
2.31202E+11,Taran Bhandari,Female,"H.No. 51, Mani Street, Ballia 304488",26-07-2006,211404.03,19218.55,48411.66,443.69,11,No
8.6765E+11,Zoya Sawhney,Male,"H.No. 604, Batra Marg, Agartala 211901",04-02-2005,224951.8,20450.16,49531.32,1250.37,11,No
6.49693E+11,Arnav Keer,Male,"14/29, Wason Circle, Jodhpur 229107",20-04-1959,295338.66,21095.62,49373.66,8139,14,No
5.94899E+11,Jayan Shan,Female,"H.No. 849, Koshy Ganj, Allahabad-396384",12-11-1967,398412.92,26560.86,46407.35,3742.4,15,No
9.34497E+11,Yuvaan Rajagopal,Male,"H.No. 39, Sastry Zila, Rohtak-016934",25-06-1991,349185.81,26860.45,41854.9,6502.35,13,No
8.94132E+11,Kashvi Chanda,Other,"033, Setty Nagar, Tenali 341903",31-03-1993,129171.66,18453.09,44971.97,2263.25,7,No
6.55792E+11,Rasha Amble,Female,"H.No. 37, Borah Street, Arrah-668473",22-10-2002,325547.95,23253.43,46452.13,5828.46,14,No
6.58964E+11,Lagan Hayer,Female,"37/746, Date Nagar, Bhiwani 200784",23-04-1958,170085.14,28347.52,47224.65,13128.46,6,No
4.56631E+11,Faiyaz Wadhwa,Male,"H.No. 42, Sodhi Marg, Bhalswa Jahangir Pur 975437",09-02-1958,202831.2,22536.8,46646.13,1770.93,9,No
4.63104E+11,Anvi Hayer,Other,"37, Anand Street, Shivpuri 388214",08-07-1993,158912.37,31782.47,49429.97,1730.21,5,No
2.9469E+11,Elakshi Datta,Female,"84/601, Wali, New Delhi 438998",03-03-2007,133079.42,14786.6,39589.61,1973.24,9,No
2.89467E+11,Mishti Kothari,Male,"H.No. 586, Garde, Ongole 214644",29-04-1984,120270.71,17181.53,39681.07,565.03,7,No
1.3303E+11,Mishti Iyer,Male,"79, Walia Ganj, Anantapur 557385",30-12-1977,167955.7,27992.62,46647.45,634.24,6,No
2.79955E+11,Adah Mand,Male,"H.No. 923, Verma Marg, Kurnool 681187",29-04-1993,175888.84,29314.81,47083.95,8734.77,6,No
2.30342E+11,Madhup Shan,Other,"H.No. 10, Ahluwalia Road, Jamshedpur-973153",25-01-1986,128268.87,25653.77,47884.83,4634.26,5,No
50764871775,Divij Swaminathan,Female,"H.No. 748, Saha Street, Unnao 651189",17-01-1960,292716.31,26610.57,46290.4,2597.32,11,No
7.25812E+11,Aarav Kala,Female,"82, Shankar Nagar, Aurangabad 432230",12-04-1994,295423.83,26856.71,47363,3907.83,11,No
2.1211E+11,Kiaan Thaker,Other,"470, Chowdhury Chowk, Patna-354621",01-03-2001,341302.03,34130.2,49127.76,2594.83,10,No
7.40393E+11,Anika Gulati,Other,"H.No. 08, Sani Street, Moradabad 231261",05-01-1974,205087.9,20508.79,44298.9,7191.04,10,No
3.87221E+11,Rati Talwar,Male,"88/899, Wali Path, Sangli-Miraj & Kupwad-762974",03-12-1965,311976.09,28361.46,47909.89,175.24,11,No
4.44705E+11,Mahika Chhabra,Female,"46, Kaul Circle, Amaravati 203818",20-01-1977,96907.44,19381.49,43023.05,1138.4,5,No
6.85195E+11,Nehmat Mannan,Female,"28/32, Bakshi Ganj, New Delhi-588144",13-01-1967,274261.16,24932.83,47386.67,8084.9,11,No
5.92062E+11,Jayesh Bains,Male,"231, Borah Circle, Madurai-815724",02-02-2002,129791.79,25958.36,46379.58,7630.38,5,No
1.56303E+11,Aniruddh Babu,Female,"00/152, Baria, Jhansi 178509",13-03-1946,245992.26,30749.03,47702.37,7793.05,8,No
66154980851,Sumer Dugar,Male,"44/42, Mahajan Zila, Ghaziabad-478122",14-07-2000,201904.63,25238.08,42598.22,2276.11,8,No
2.11221E+11,Damini Rastogi,Other,"70, Kalla Circle, Indore 900436",09-12-1967,249758.19,24975.82,49572.55,520.96,10,No
8.80644E+11,Dhruv Golla,Other,"69, Dalal Zila, Jalgaon 835505",17-07-1965,289599.63,24133.3,47292.01,12303.14,12,No
9.62342E+11,Vardaniya Mani,Male,"07/06, Dara Ganj, Madanapalle-950982",29-12-1952,144970.25,18121.28,39812.3,3291.8,8,No
7.89118E+11,Biju Desai,Other,"48, Walia Zila, Bhilwara 287738",18-08-1957,241833.5,17273.82,43771.65,206.33,14,No
53285386310,Saanvi Singhal,Female,"43, Samra Street, Ajmer-942894",05-03-1972,436980.28,29132.02,46252.75,195.36,15,Yes
76862763328,Indranil Anne,Male,"25/863, Dubey Zila, Gwalior-064625",30-06-1995,343650.05,26434.62,47990.95,4256.76,13,No
6.26714E+11,Tanya Dhillon,Male,"35, Magar Path, Durg 017646",04-05-1998,156894.35,22413.48,39575.99,5047.55,7,No
8.35279E+11,Riaan Kunda,Female,"15/388, Chakraborty Circle, Bathinda 790504",06-03-1991,275877.43,22989.79,44952.81,413.07,12,No
1.92798E+11,Riaan Dar,Other,"538, Raj Road, Bhilai-321119",20-05-1975,290548.84,26413.53,36747.77,930.15,11,No
6.56863E+11,Saira Vyas,Female,"33/91, Koshy Ganj, Guntur 530601",22-02-1950,180845.91,22605.74,47625.96,11253.43,8,No
74299074729,Tara Gade,Female,"86, Sem Circle, Hyderabad-300915",04-06-1997,294957.63,26814.33,49851.09,3240.16,11,No
4.85995E+11,Faiyaz Maharaj,Other,"657, Deo Chowk, Kavali-609365",06-12-1985,220340.51,24482.28,47191.82,5715.97,9,No
1.6498E+11,Himmat Wali,Other,"H.No. 91, Virk Zila, Moradabad 336875",20-06-2001,337692.83,22512.86,48246.14,594.65,15,No
